2.1706,-2.135
2.1719,-2.1379
2.1735,-2.1416
2.175,-2.1447
2.1765,-2.1482
2.1781,-2.1515
2.1795,-2.1551
2.181,-2.1583
2.1825,-2.1618
2.1839,-2.1652
2.1853,-2.1682
2.1867,-2.1715
2.1881,-2.1745
2.1894,-2.178
2.1908,-2.1805
2.1923,-2.1844
2.194,-2.1879
2.1955,-2.1912
2.1973,-2.1943
2.1994,-2.1985
2.2008,-2.2018
2.202,-2.2049
2.2033,-2.2081
2.2044,-2.2106
2.206,-2.2146
2.2073,-2.2175
2.209,-2.2214
2.2104,-2.2246
2.2122,-2.2283
2.2136,-2.2313
2.2151,-2.2348
2.2162,-2.2375
2.2177,-2.2408
2.2192,-2.2441
2.2202,-2.2473
2.2221,-2.2507
2.2233,-2.2545
2.2238,-2.2572
2.2254,-2.2607
2.2272,-2.2643
2.2304,-2.269
2.2302,-2.271
2.2313,-2.2742
2.2327,-2.2778
2.2334,-2.2802
2.2356,-2.2834
2.2365,-2.2861
2.2376,-2.2881
2.2388,-2.2899
2.2396,-2.2927
2.2404,-2.2945
2.2417,-2.2968
2.2426,-2.2984
2.2445,-2.3013
2.2458,-2.3031
2.2477,-2.3062
2.2494,-2.3092
2.2516,-2.3135
2.2535,-2.3163
2.2554,-2.3187
2.2572,-2.3213
2.259,-2.3244
2.2615,-2.3279
2.2635,-2.331
2.2656,-2.3338
2.2676,-2.3369
2.2698,-2.34
2.2717,-2.3426
2.2737,-2.3454
2.2761,-2.3489
2.2782,-2.3521
2.2798,-2.3548
2.2822,-2.3578
2.284,-2.361
2.286,-2.3642
2.2879,-2.3675
2.2891,-2.3702
2.2909,-2.3733
2.2924,-2.376
2.2943,-2.3786
2.2955,-2.3815
2.2975,-2.3844
2.2993,-2.3873
2.3016,-2.391
2.3042,-2.3943
2.3068,-2.3976
2.3091,-2.401
2.3106,-2.4039
2.3133,-2.4059
2.3151,-2.4085
2.3173,-2.4114
2.3195,-2.4146
2.3215,-2.4177
2.3235,-2.4212
2.3241,-2.4244
2.324,-2.4269
2.325,-2.4285
