2.0209,-2.1859
2.0213,-2.1876
2.0213,-2.1892
2.0205,-2.1902
2.0209,-2.1917
2.0214,-2.1936
2.0217,-2.1954
2.0222,-2.197
2.0227,-2.1987
2.023,-2.2004
2.0233,-2.2022
2.0236,-2.2039
2.0242,-2.206
2.0249,-2.208
2.0264,-2.2105
2.0272,-2.2124
2.0272,-2.2141
2.0273,-2.2156
2.0266,-2.217
2.0271,-2.2189
2.0277,-2.2204
2.0281,-2.222
2.0284,-2.2237
2.0289,-2.2252
2.0297,-2.2275
2.0306,-2.2289
2.0311,-2.2298
2.032,-2.2306
2.0326,-2.2313
2.0332,-2.2317
2.0339,-2.2321
2.0347,-2.2323
2.0354,-2.2325
2.0365,-2.233
2.0377,-2.2338
2.0384,-2.2344
2.0392,-2.2353
2.0397,-2.2357
2.0405,-2.2363
2.0413,-2.2366
2.0418,-2.2372
2.0427,-2.2378
2.0434,-2.2381
2.0447,-2.2387
2.0455,-2.2391
2.0463,-2.2396
2.0469,-2.2402
2.0478,-2.2408
2.0484,-2.2412
2.0492,-2.2419
2.0499,-2.242
2.0508,-2.2428
2.0523,-2.2436
2.0531,-2.2439
2.0541,-2.2447
2.055,-2.2452
2.0557,-2.2453
2.0563,-2.2452
2.0583,-2.2465
2.0594,-2.2474
2.0601,-2.2477
2.061,-2.2483
2.0618,-2.2483
2.0624,-2.2483
2.0635,-2.2495
2.0644,-2.2502
2.0653,-2.2504
2.066,-2.2504
2.0666,-2.2506
2.0673,-2.2506
2.0682,-2.2508
2.0691,-2.2509
2.0701,-2.2512
2.071,-2.2515
2.0719,-2.2516
2.0727,-2.2518
2.0735,-2.2523
2.0743,-2.2524
2.0755,-2.253
2.0763,-2.253
2.0774,-2.253
2.0781,-2.2532
2.0788,-2.2532
2.0798,-2.2536
2.0808,-2.2537
2.0815,-2.2538
2.0827,-2.2546
2.0837,-2.2549
2.0846,-2.2551
2.0853,-2.2548
2.0862,-2.2548
2.0871,-2.2548
2.088,-2.255
2.0886,-2.2551
2.0895,-2.2553
2.0905,-2.2554
2.0914,-2.2552
2.0923,-2.2556
2.093,-2.2556
2.0943,-2.2557
2.0953,-2.2555
2.096,-2.2551
2.0968,-2.2552
2.098,-2.2557
2.099,-2.2558
2.0999,-2.2556
2.1008,-2.2555
2.1019,-2.255
2.1029,-2.2553
2.1037,-2.2554
2.1044,-2.2552
2.1053,-2.2548
2.1063,-2.2546
2.1073,-2.2547
2.1082,-2.2544
2.1091,-2.2539
2.1101,-2.2534
2.1112,-2.2536
2.1121,-2.2536
2.1131,-2.2538
2.114,-2.2538
2.1151,-2.2538
2.116,-2.2541
2.117,-2.2536
2.1181,-2.2535
2.1189,-2.2535
2.1197,-2.2537
2.1206,-2.2534
2.1215,-2.253
2.1223,-2.2525
2.1232,-2.2524
2.1243,-2.2519
2.1253,-2.2515
2.1263,-2.2513
2.1271,-2.2512
2.1281,-2.2514
2.1293,-2.2513
2.1304,-2.251
2.1312,-2.2508
2.132,-2.2503
2.1327,-2.2498
2.1337,-2.2492
2.1347,-2.2494
2.1356,-2.2491
2.1365,-2.2487
2.1376,-2.2482
2.1384,-2.2479
2.1394,-2.2477
2.1404,-2.2474
2.1412,-2.247
2.1422,-2.2469
2.1433,-2.2468
2.144,-2.2464
2.1447,-2.2458
2.1455,-2.2453
2.1465,-2.245
2.1476,-2.2448
2.1486,-2.2442
2.1496,-2.2441
2.1505,-2.2438
2.1514,-2.2435
2.1525,-2.243
2.1533,-2.2427
2.1542,-2.2425
2.155,-2.2418
2.1557,-2.2409
2.1566,-2.2403
2.1572,-2.2394
2.1578,-2.239
2.1586,-2.2391
2.1594,-2.2389
2.1602,-2.2381
2.1607,-2.2367
2.1616,-2.2361
2.1624,-2.2357
2.1632,-2.2351
2.1639,-2.2345
2.1649,-2.2346
2.1657,-2.2343
2.1665,-2.2335
2.1671,-2.2325
2.1679,-2.232
2.1687,-2.2315
2.1693,-2.2312
2.1701,-2.2306
2.171,-2.2302
2.1716,-2.2293
2.1723,-2.2283
2.1729,-2.2277
2.1737,-2.2276
2.1746,-2.2269
2.1752,-2.226
2.1758,-2.2255
2.1766,-2.2248
2.1773,-2.224
2.1779,-2.2234
2.1784,-2.2228
2.179,-2.2219
2.1796,-2.2211
2.1802,-2.2205
2.1807,-2.2197
2.1813,-2.2194
2.1819,-2.2187
2.1826,-2.2181
2.1832,-2.2174
2.1835,-2.2159
2.1842,-2.2155
2.1846,-2.2147
2.1851,-2.2137
2.1857,-2.213
2.1864,-2.2127
2.187,-2.2117
2.1878,-2.2111
2.1883,-2.2102
2.1888,-2.2095
2.1892,-2.2084
2.1898,-2.2078
2.1904,-2.2068
2.1909,-2.206
2.1912,-2.2048
2.1918,-2.2042
2.1923,-2.2034
2.1926,-2.2024
2.193,-2.2015
2.1937,-2.2006
2.1941,-2.2
2.1942,-2.1993
2.1949,-2.1986
2.1953,-2.1976
2.1955,-2.1966
2.1959,-2.1955
2.1963,-2.1948
2.1967,-2.1935
2.1972,-2.1927
2.1977,-2.192
2.1982,-2.1915
2.1982,-2.1901
2.1982,-2.1887
2.1986,-2.1877
2.1995,-2.1875
2.1997,-2.1862
2.2003,-2.1854
2.2007,-2.1849
2.2009,-2.1832
2.2017,-2.1825
2.2015,-2.1819
2.2018,-2.1803
2.2013,-2.178
2.2025,-2.1784
2.2031,-2.1776
2.2037,-2.1769
2.2032,-2.176
2.2036,-2.1752
2.2036,-2.1743
2.204,-2.1737
2.2042,-2.1726
2.2045,-2.1713
2.2044,-2.1699
2.2054,-2.17
2.2052,-2.1693
2.2062,-2.1681
2.2065,-2.1672
2.2066,-2.1662
2.2063,-2.1646
2.2056,-2.1633
2.2056,-2.1621
2.2059,-2.1608
2.2062,-2.1601
2.2065,-2.1594
2.2067,-2.1583
2.2069,-2.1576
2.207,-2.1564
2.2075,-2.1556
2.2077,-2.1547
2.208,-2.1544
2.2077,-2.1528
2.208,-2.1515
2.2086,-2.1506
2.2082,-2.1499
2.2081,-2.1491
2.208,-2.1481
2.208,-2.147
2.2079,-2.146
2.2078,-2.145
2.2078,-2.1441
2.2078,-2.1432
2.2077,-2.1423
2.2076,-2.1417
2.2077,-2.1408
2.2077,-2.14
2.2077,-2.1392
2.2072,-2.1379
2.207,-2.1367
2.2069,-2.1356
2.2071,-2.135
2.2072,-2.1339
2.2068,-2.1324
2.2067,-2.1314
2.2066,-2.1307
2.2063,-2.1296
2.2063,-2.1292
2.2063,-2.1283
2.206,-2.1272
2.2061,-2.1266
2.206,-2.1258
2.2057,-2.1244
2.2042,-2.1244
2.2037,-2.1238
2.2044,-2.1224
2.2042,-2.1209
2.2041,-2.1204
2.2036,-2.1198
2.2033,-2.1189
2.203,-2.118
2.2026,-2.1166
2.2025,-2.1158
2.2025,-2.1148
2.2019,-2.1134
2.2016,-2.1127
2.2013,-2.112
2.2011,-2.1118
2.2009,-2.1117
2.2011,-2.1106
2.1999,-2.1093
2.1997,-2.1086
2.1986,-2.1072
2.1984,-2.1062
2.1982,-2.1058
2.1978,-2.1051
2.197,-2.1042
2.1964,-2.1034
2.1961,-2.1024
2.1963,-2.1011
2.1954,-2.1003
2.1951,-2.0987
2.1944,-2.098
2.1934,-2.0979
2.1926,-2.0973
2.1923,-2.0964
2.192,-2.0954
2.1913,-2.0949
2.1907,-2.094
2.1903,-2.0935
2.19,-2.0928
2.1898,-2.0921
2.1895,-2.0909
2.1891,-2.0897
2.189,-2.0884
2.1893,-2.0875
2.1895,-2.0856
2.1895,-2.0843
2.1893,-2.0823
2.1895,-2.0805
2.1896,-2.0785
2.1898,-2.0763
2.1904,-2.0742
2.1907,-2.0727
2.1908,-2.071
2.1903,-2.0696
2.1903,-2.0676
2.1905,-2.0653
2.1907,-2.0639
2.1908,-2.0623
2.1907,-2.0607
2.1907,-2.0587
2.1911,-2.0566
2.1913,-2.0544
2.1913,-2.0531
2.1915,-2.0516
2.1916,-2.0499
2.1916,-2.0483
2.1919,-2.0465
2.192,-2.0445
2.1922,-2.0425
2.1922,-2.0406
2.1925,-2.039
2.1922,-2.0368
2.1927,-2.0347
2.1931,-2.0323
2.1934,-2.0312
2.1932,-2.0291
2.1932,-2.0271
2.193,-2.0251
2.1938,-2.0229
2.1936,-2.0213
2.1934,-2.0194
2.1938,-2.0174
2.1939,-2.0154
2.1939,-2.0133
2.1945,-2.0112
2.1948,-2.0096
2.195,-2.0077
2.1952,-2.0058
2.1952,-2.0039
2.1954,-2.002
2.1954,-2.0003
2.1954,-1.9989
2.1952,-1.9975
2.1955,-1.9958
2.1956,-1.9936
2.1954,-1.9921
2.1957,-1.9904
2.1958,-1.9886
2.1958,-1.987
2.1959,-1.9853
2.1963,-1.9834
2.1965,-1.9817
2.196,-1.9792
2.1964,-1.9773
